belongs_to_collection,genres,original_language,popularity,production_companies,release_date,runtime,status,title,vote_average,return
-1,1845,17,0,-1,14,0,4,Hilton!,2,0.0
-1,1845,17,2,-1,14,0,4,The Human Scale,1,0.0
-1,2384,17,1,10107,9,2,4,Privilege,3,0.0
-1,2384,17,1,-1,13,1,4,Little Girl,3,0.0
-1,2384,19,1,1160,14,1,4,The Last Elvis,1,0.0
-1,1845,17,1,-1,14,1,4,Last Days Here,3,0.0
-1,3435,17,4,4455,14,1,4,After Earth,0,1.88
-1,3032,17,0,14318,11,0,4,Dream Demon,3,0.0
-1,2384,17,2,21702,9,2,4,Act One,1,0.0
-1,1408,17,2,-1,14,0,4,Fairhaven,0,0.0
-1,1814,17,1,-1,13,0,4,Derek,0,0.0
-1,3871,17,1,970,10,1,4,The Devil Within Her,0,0.0
-1,1599,17,2,-1,4,0,4,In the Park,1,0.0
907,3808,17,4,18333,14,2,4,Now You See Me,3,1.57
-1,2384,17,4,8952,14,1,4,Lovelace,1,0.16
-1,1772,17,0,4919,14,1,4,A Dangerous Place,0,0.0
-1,1845,17,1,-1,13,0,4,Modify,1,0.0
-1,1804,17,2,2757,13,0,4,Hiroshima,2,0.0
-1,1845,17,1,-1,13,0,4,War Made Easy: How Presidents & Pundits Keep Spinning Us to Death,2,0.0
-1,3032,17,4,593,14,0,4,Dark Circles,0,0.0
-1,2309,17,4,11624,14,1,4,Assault on Wall Street,1,0.0
-1,621,17,4,16993,14,1,4,Interview with a Hitman,0,0.0
-1,466,24,4,18245,14,2,4,Special Forces,2,0.0
-1,1508,17,1,16124,14,0,4,Feeding Frenzy,2,0.0
-1,1910,17,3,12122,14,1,4,Age of Heroes,1,0.0
-1,1845,17,0,-1,14,1,4,All In: The Poker Movie,2,0.0
-1,1552,17,3,-1,14,0,4,Nice Guy Johnny,1,0.0
-1,1552,17,4,22123,14,1,4,Take Me Home,2,0.0
-1,1599,17,1,11469,7,1,4,An Ideal Husband,2,0.0
-1,1552,17,1,21816,9,2,4,Any Wednesday,2,0.0
-1,630,17,2,12744,9,0,4,Attack on the Iron Coast,0,0.0
-1,2384,24,1,13808,9,2,4,Le combat dans l'île,3,0.0
-1,2878,17,1,6903,13,2,4,The Era of Vampires,1,0.0
-1,2000,72,0,-1,13,1,4,"East, West, East: The Final Sprint",1,0.0
-1,1599,17,1,-1,14,0,4,Somebody Up There Likes Me,1,0.0
-1,-1,17,0,-1,11,1,4,Dances Sacred and Profane,0,0.0
-1,2384,17,4,13074,14,1,4,Mary and Martha,2,0.0
-1,2384,37,0,21338,13,2,4,Opera Jawa,0,0.0
-1,3857,17,4,8554,14,1,4,Redd Inc.,1,2.0
-1,2384,17,0,-1,12,0,4,Rapado,1,0.0
-1,2452,17,2,647,13,0,4,The Color of Friendship,2,0.0
-1,2935,17,4,21837,14,1,4,Berberian Sound Studio,2,0.0
-1,1408,17,4,7559,14,2,4,The Way Way Back,3,5.04
-1,2384,17,4,7702,14,2,4,Foxfire,1,0.0
-1,2384,17,0,19592,13,1,4,Vasermil,3,0.0
-1,1845,17,0,-1,13,0,4,Whole,3,0.0
-1,1694,17,1,12442,6,0,4,Penthouse,3,0.0
-1,3032,17,4,3236,14,0,4,Come Out and Play,0,0.0
-1,1599,24,3,4208,14,0,4,Just Like Brothers,2,0.0
-1,3888,19,4,1170,14,2,4,The Body,3,0.0
-1,2277,62,3,10647,14,0,4,I Don't Want to Go Back Alone,3,0.0
-1,1599,17,4,-1,14,2,4,Much Ado About Nothing,3,0.0
-1,2384,17,4,14281,14,1,4,Any Day Now,2,0.0
839,1845,74,2,18454,9,1,4,They Call Us Misfits,2,0.0
-1,2384,24,3,3560,14,0,4,No and Me,1,0.0
-1,1599,17,1,-1,4,0,4,His New Profession,1,0.0
798,144,17,4,10864,14,2,4,Man of Steel,2,2.95
-1,1599,17,1,18977,4,0,4,Shanghaied,1,0.0
-1,1408,17,4,2367,14,1,4,The Kings of Summer,3,0.0
-1,1976,17,2,-1,14,2,4,Pyaar Ka Punchnama,3,0.0
-1,3428,17,1,-1,14,1,4,"London, Paris, New York",3,0.0
-1,1599,17,4,12540,14,1,4,The Big Wedding,1,0.62
-1,2384,17,4,12986,14,1,4,Still Mine,3,0.0
-1,2384,15,4,11686,14,2,4,Hannah Arendt,3,0.0
-1,2384,19,1,16442,14,2,4,The Other Family,2,0.0
-1,1845,17,0,-1,14,0,4,Birders: The Central Park Effect,3,0.0
-1,-1,17,1,-1,14,2,4,41,0,0.0
-1,2793,34,2,15989,13,0,4,Bakhita,3,0.0
1443,3534,17,4,20926,14,0,4,The Purge,1,29.78
-1,3871,17,1,753,12,1,4,The Neighbor,1,0.0
-1,1831,17,1,13575,14,1,4,God Bless Ozzy Osbourne,1,0.0
-1,3920,17,4,12599,14,2,4,The Reluctant Fundamentalist,2,0.0
-1,1457,17,4,12874,14,0,4,Rapture-Palooza,0,0.0
-1,-1,17,0,-1,14,0,4,100 years of evil,1,0.0
-1,-1,15,0,-1,14,0,4,Speed - In Search of Lost Time,3,0.0
-1,2116,17,1,-1,13,1,4,After Him,1,0.0
-1,3032,17,2,8790,9,0,4,The Witches,2,0.0
1223,563,17,2,1518,13,0,4,Tetsuo: The Bullet Man,1,0.0
-1,1831,17,4,19609,14,0,4,20 Feet from Stardom,3,0.0
-1,1408,79,0,-1,10,1,4,Perfumed Nightmare,3,0.0
-1,330,17,2,-1,12,0,4,Far Out Man,1,0.0
-1,-1,17,0,-1,14,0,4,Out Late,0,0.0
-1,1845,17,0,-1,14,0,4,Bad Blood: A Cautionary Tale,0,0.0
161,1445,17,3,21572,14,0,4,Beverly Hills Chihuahua 3 - Viva La Fiesta!,1,0.0
-1,3032,17,1,-1,13,0,4,AM1200,3,0.0
-1,3920,17,2,-1,10,2,4,The Executioner,3,0.0
-1,-1,17,0,-1,13,2,4,Looking for Palladin,0,0.0
-1,2026,17,4,15026,14,1,4,The Bling Ring,1,1.28
-1,2116,17,0,-1,13,0,4,The Mugger,1,0.0
844,1165,17,4,21530,14,2,4,Monsters University,3,3.72
-1,1845,62,0,-1,14,-1,4,Donos de Portugal,0,0.0
-1,2778,17,4,21131,14,1,4,Hammer of the Gods,0,0.0
-1,1552,17,0,-1,14,1,4,6 Month Rule,1,0.0
-1,1408,17,1,-1,14,1,4,A Beginner's Guide to Endings,2,0.0
-1,1845,17,1,-1,14,1,4,The War You Don't See,3,0.0
-1,1599,15,3,19855,14,2,4,Schlussmacher,1,0.0
-1,1814,24,0,15920,12,2,4,From the East,3,0.0
-1,3367,62,0,-1,10,2,4,Doomed Love,3,0.0
-1,2384,7,3,-1,10,2,4,"Reason, Debate and a Story",0,0.0
-1,2384,17,0,-1,10,2,4,Julius Caesar,0,0.0
-1,2976,17,1,22505,10,0,4,Wedding Trough,0,0.0
-1,725,36,3,7877,13,1,4,Oblivion Island: Haruka and the Magic Mirror,2,0.0
-1,2384,17,3,6043,14,1,4,Eden,2,0.0
-1,2116,19,2,407,14,2,4,Days of Grace,2,0.0
-1,1845,17,2,-1,14,0,4,A Place at the Table,3,0.0
483,915,36,3,19473,14,2,4,Fullmetal Alchemist: The Sacred Star of Milos,3,0.0
-1,1552,17,1,11291,14,1,4,American Idiots,0,0.0
-1,3032,17,4,10622,14,0,4,Maniac,1,0.01
-1,1552,17,4,22565,14,1,4,Not Suitable For Children,1,0.0
-1,-1,17,1,-1,14,0,4,The Lesser Blessed,2,0.0
-1,621,17,3,13030,14,0,4,A Common Man,1,0.0
940,555,17,4,10866,14,2,4,Pacific Rim,2,2.26
713,1058,17,2,5073,14,0,4,Lego Batman: The Movie - DC Super Heroes Unite,2,0.0
-1,2247,17,4,14307,14,2,4,The Best Offer,3,1.43
-1,1408,17,3,-1,14,0,4,Sassy Pants,1,0.0
-1,1599,17,2,20124,9,1,4,A Flea In Her Ear,0,0.0
-1,2384,17,1,1730,9,2,4,Ada,1,0.0
-1,1552,17,2,11385,13,1,4,Adam and Eve,0,0.0
1651,423,17,4,14651,14,2,4,World War Z,2,2.66
-1,3443,17,4,19668,14,2,4,Elysium,2,2.49
-1,1801,17,4,4117,14,0,4,Dirty Wars,3,0.0
-1,3316,17,1,-1,13,2,4,I Want to Marry Ryan Banks,0,0.0
670,246,17,4,20548,12,1,4,K-911,1,0.0
853,2239,17,2,20124,6,0,4,Mr. Moto's Gamble,2,0.0
-1,2384,17,4,8849,14,1,4,Unconditional,2,0.0
-1,3114,17,0,4001,11,0,4,Sign 'o' the Times,3,0.0
-1,3028,17,2,13888,11,1,4,Just Before Dawn,2,0.0
-1,1845,17,4,20916,14,2,4,We Steal Secrets: The Story of WikiLeaks,2,0.0
-1,2384,17,4,9406,14,1,3,What Maisie Knew,3,0.18
-1,2735,17,2,-1,13,1,4,Dragon Hunter,0,0.0
-1,1599,15,2,22204,14,1,4,Shark Alarm at Müggel Lake,2,0.0
-1,1845,17,1,17500,14,1,4,The Revisionaries,2,0.0
-1,1995,17,2,17249,9,1,4,The Anniversary,2,0.0
-1,2026,17,0,-1,8,0,4,The Purple Gang,0,0.0
-1,2384,17,0,-1,10,2,4,The Death of Maria Malibran,3,0.0
-1,-1,17,0,-1,10,2,4,Minamata: The Victims and Their World,0,0.0
-1,3028,17,4,6534,14,1,4,American Mary,1,0.0
-1,2306,17,2,11208,14,0,4,Liz & Dick,0,0.0
1659,-1,28,0,-1,14,2,4,Yamla Pagla Deewana 2,0,0.0
-1,3558,17,4,21857,14,1,4,Europa Report,2,0.0
-1,1599,74,1,18443,13,1,4,Känd från TV,0,0.0
-1,3251,17,4,7929,14,1,4,Odd Thomas,2,0.0
-1,2384,64,1,18849,13,0,4,Cigarettes and Coffee,0,0.0
-1,1570,17,2,13508,14,0,4,Jim Gaffigan: Mr. Universe,3,0.0
-1,1471,17,0,11857,10,0,4,The Projectionist,3,0.0
-1,3245,19,1,3982,8,1,4,The Vampire,2,0.0
-1,-1,36,1,-1,13,1,4,Love Ghost,1,0.0
-1,1845,23,0,-1,13,0,4,The Sound of Insects: Record of a Mummy,3,0.0
-1,3076,15,2,4897,14,0,4,Blutzbrüdaz,1,0.0
325,1090,17,4,20706,14,1,4,Despicable Me 2,3,12.77
-1,459,17,4,4467,14,2,4,White House Down,2,1.37
-1,1247,17,4,20608,14,2,4,The World's End,2,2.3
-1,1599,17,2,-1,14,0,4,Keith Lemon: The Film,0,0.0
-1,2655,17,0,-1,11,2,4,The Tempest,0,0.0
-1,2384,87,2,6238,14,2,4,Back to 1942,1,0.0
-1,621,17,4,11375,14,1,4,Hummingbird,1,0.42
-1,3428,74,1,19602,14,1,4,Love and Lemons,0,0.0
-1,3005,17,0,-1,14,0,4,The Hounds,0,0.0
-1,250,17,4,9596,14,2,4,The Heat,2,3.69
-1,-1,17,1,-1,14,0,4,May I Kill U?,0,0.0
-1,3954,17,1,9514,9,1,4,Very Important Person,0,0.0
-1,3920,17,1,15470,14,0,4,The Last Seven,0,0.0
-1,192,17,4,21504,14,2,4,The Lone Ranger,1,0.35
-1,1552,24,3,6411,14,2,4,Happiness Never Comes Alone,2,0.0
-1,1845,17,1,-1,14,0,4,My Perestroika,3,0.0
-1,1552,17,0,19875,8,1,4,A Millionaire for Christy,3,0.0
-1,459,17,4,-1,12,2,4,Aftershock: Earthquake in New York,0,0.0
-1,3032,17,3,-1,11,1,4,The Doctor and the Devils,1,0.0
-1,2384,74,1,1954,14,1,4,Flicker,2,0.0
-1,1976,17,2,-1,14,0,4,Hong Kong Confidential,1,0.0
-1,306,17,3,-1,13,1,4,Life Without Dick,0,0.0
-1,-1,17,0,-1,13,2,4,The Beach Boys: An American Family,0,0.0
-1,2384,17,1,9050,4,0,4,Hypocrites,1,0.0
-1,2299,24,1,-1,13,1,4,A Grandpa for Christmas,2,0.0
-1,1408,17,1,12447,6,1,4,"Ah, Wilderness!",0,0.0
-1,2270,17,3,-1,13,1,4,Crossfire Trail,1,0.0
-1,369,41,3,17395,14,2,4,The Thieves,2,0.0
-1,1845,17,3,9702,14,2,4,Woody Allen: A Documentary,3,0.0
-1,2952,41,2,18593,13,1,4,Epitaph,2,0.0
-1,3820,17,4,7663,14,1,4,Passion,1,0.0
-1,3066,17,2,-1,14,1,4,Pussy Riot: A Punk Prayer,3,0.0
-1,1845,17,2,21655,13,0,4,Batman Unmasked: The Psychology of the Dark Knight,3,0.0
505,2634,17,2,18737,12,1,4,Ghoulies III: Ghoulies Go to College,0,0.0
505,1501,17,3,-1,12,0,4,Ghoulies IV,0,0.0
-1,3840,74,3,13558,14,2,4,Call Girl,2,0.0
-1,1845,17,0,-1,13,0,4,Alive Day Memories: Home from Iraq,1,0.0
-1,1845,17,3,2333,14,1,4,How to Make Money Selling Drugs,2,0.0
1190,1599,74,2,-1,14,0,4,The Stig-Helmer Story,0,0.0
-1,2239,17,2,2750,12,2,4,The Ice House,1,0.0
1024,1508,17,4,3405,13,0,4,Return of the Living Dead: Necropolis,0,0.0
1585,3028,17,4,18960,14,1,4,V/H/S/2,1,0.0
1024,1508,17,4,3405,13,0,4,Return of the Living Dead: Rave to the Grave,0,0.0
-1,3561,17,4,6579,14,1,4,Arctic Blast,0,0.0
-1,1845,17,0,8672,14,1,4,Gideon's Army,2,0.0
-1,3920,17,1,-1,11,2,4,Macbeth,1,0.0
-1,1552,17,2,20985,14,1,4,The Knot,0,0.0
-1,247,17,4,21951,14,1,4,Cottage Country,0,0.0
-1,4024,17,2,21816,8,0,4,Along the Great Divide,3,0.0
-1,642,24,0,15563,7,0,4,Ambush Trail,0,0.0
-1,621,17,2,-1,12,1,4,American Samurai,1,0.0
-1,1845,17,3,15142,14,0,4,Food Matters,3,0.0
-1,1599,19,3,4427,13,1,4,Bad Girls,1,0.0
-1,109,36,3,8177,13,2,4,ICHI,2,0.0
-1,192,17,3,-1,11,1,4,The Shadow Riders,1,0.0
-1,1552,65,2,3943,14,2,4,Inadequate People,3,0.0
-1,3062,17,0,9182,6,1,4,Kid Millions,1,0.0
-1,1398,17,4,167,14,1,4,The Spectacular Now,2,2.74
-1,1408,17,4,13989,14,2,4,Thanks for Sharing,1,0.0
-1,1977,17,4,10625,14,1,4,The Lifeguard,1,0.0
-1,1845,17,0,-1,14,0,4,Ed Hardy: Tattoo the World,0,0.0
-1,3028,17,3,19504,14,1,4,Vile,0,0.0
-1,2000,24,4,11667,14,2,4,What's in a Name,3,0.0
-1,1715,17,0,19391,14,2,4,Partners: The Movie II,0,0.0
-1,3840,14,4,5203,14,2,4,A Hijacking,2,0.0
-1,-1,17,0,-1,14,0,4,Tell Me and I Will Forget,0,0.0
1557,3028,17,2,-1,12,1,4,Trilogy of Terror II,1,0.0
-1,1845,17,1,17224,14,1,4,Big Star: Nothing Can Hurt Me,2,0.0
-1,1845,17,0,8351,14,0,4,Which Way Is The Front Line From Here? The Life and Time of Tim Hetherington,3,0.0
-1,1599,17,1,19578,9,0,4,It's a Bikini World,0,0.0
-1,2383,17,2,18078,14,1,4,Dead Man's Burden,1,0.0
-1,1845,17,3,21010,14,2,4,Downloaded,2,0.0
-1,3009,17,4,12792,14,0,4,Jug Face,1,0.0
-1,3090,17,0,8002,6,2,4,Chu Chin Chow,0,0.0
-1,2150,65,3,10533,14,2,4,Gagarin: First in Space,2,0.0
-1,2150,65,0,12904,10,2,4,Taming of the Fire,0,0.0
1099,3680,17,3,18931,14,0,4,Sharknado,0,0.0
-1,2384,17,1,-1,11,2,4,Hamlet,0,0.0
-1,1845,17,0,-1,14,0,4,Please Remove Your Shoes,1,0.0
-1,1599,17,1,-1,14,0,4,Craig Ferguson: I'm Here to Help,1,0.0
-1,-1,24,1,-1,12,0,4,Lune Froide,3,0.0
-1,2000,17,4,9586,14,1,4,Stuck in Love,3,0.0
-1,1408,17,4,21816,12,1,4,Class Act,2,0.0
-1,1845,17,1,-1,14,1,4,How to Live Forever,1,0.0
-1,350,17,0,-1,12,0,4,ATF,0,0.0
1190,1599,74,3,17617,12,2,4,Den ofrivillige golfaren,0,0.0
-1,2876,17,4,13298,12,0,4,Brain Dead,1,0.0
-1,2384,17,4,30,14,0,4,Fruitvale Station,3,0.0
-1,-1,48,0,-1,14,-1,4,Sēņotāji,0,0.0
-1,2000,48,0,16432,11,0,4,A Limousine the Colour of Midsummer's Eve,0,0.0
-1,3367,48,1,16432,10,0,4,Apple in the River,3,0.0
-1,1845,17,0,-1,13,1,4,Making a Killing: The Untold Story of Psychotropic Drugging,3,0.0
-1,1845,17,0,-1,13,0,4,Pax Americana and the Weaponization of Space,0,0.0
-1,4063,17,1,4386,9,0,4,Arizona Raiders,2,0.0
-1,2784,28,3,21149,14,2,4,Bhaag Milkha Bhaag,3,5.43
-1,621,28,2,5066,14,2,4,D-Day,2,0.0
-1,2997,17,2,4771,11,1,4,The Terror Within,1,0.0
-1,2997,24,2,-1,12,1,4,The Surgeon,2,0.0
1194,193,87,3,9199,14,1,4,Tai Chi Hero,1,0.0
-1,1599,17,1,15863,7,0,4,Zombies on Broadway,0,0.0
-1,2508,17,4,20784,14,1,4,R.I.P.D.,1,0.47
-1,2384,17,3,17796,14,0,4,The Client List,1,0.0
667,2716,17,4,5078,14,0,4,Justice League: The Flashpoint Paradox,3,0.0
-1,2150,17,3,11384,14,1,4,United,3,0.0
-1,2241,17,1,1534,9,0,4,Death Is a Woman,0,0.0
-1,470,17,2,6243,14,1,4,Ip Man: The Final Fight,1,0.0
-1,330,17,4,119,14,2,4,Pawn Shop Chronicles,1,0.0
-1,621,17,4,13827,14,1,4,Killing Season,1,0.0
-1,1480,28,2,-1,14,0,4,Joker,0,0.0
-1,-1,17,0,-1,13,0,4,Gitmo,1,0.0
-1,1839,14,0,5485,14,0,4,My Avatar and Me,0,0.0
-1,2965,17,2,19321,9,0,4,The Blood Beast Terror,1,0.0
-1,-1,17,1,-1,11,2,4,Othello,3,0.0
-1,2144,17,4,6935,14,1,4,A Field in England,2,0.0
1282,3028,17,4,13449,14,2,4,The Conjuring,3,24.46
-1,2241,17,1,-1,13,0,4,Everything,0,0.0
-1,-1,17,0,16513,9,0,4,The Starfighters,0,0.0
-1,2298,17,3,1086,14,1,4,Love,1,0.0
814,1599,17,4,14495,14,1,4,Mean Girls 2,1,0.0
-1,564,17,4,674,14,1,4,The Colony,1,0.0
-1,397,17,4,3066,14,0,4,A Warrior's Heart,1,0.0
-1,2384,17,0,-1,13,2,4,An Angel Named Billy,0,0.0
-1,2360,17,4,1151,14,0,4,Scenic Route,2,0.0
-1,958,17,2,8785,9,1,4,Slave Girls,1,0.0
-1,2048,22,1,19022,11,2,4,"Bashu, the Little Stranger",2,0.0
-1,1598,17,2,14311,9,0,4,Wild Gals of the Naked West,0,0.0
-1,1845,17,2,8670,14,2,4,The Cheshire Murders,1,0.0
-1,2574,17,3,6615,14,1,4,Dragon Age: Dawn of the Seeker,1,0.0
-1,2376,24,1,17953,7,2,4,The Damned,0,0.0
495,1845,17,1,-1,14,2,4,Gasland Part II,3,0.0
-1,1845,17,0,-1,13,0,4,The Human Behavior Experiments,3,0.0
-1,1165,17,4,5775,14,1,4,Turbo,2,2.09
-1,4063,17,2,4420,8,1,4,Gunman's Walk,2,0.0
-1,3920,17,2,9075,14,1,4,The Devil's in the Details,0,0.0
1510,552,17,3,19834,14,2,4,The Wolverine,2,3.46
-1,3561,17,0,19095,14,2,4,Sol,0,0.0
-1,330,17,4,6160,13,0,4,The Devil Dared Me To,1,0.0
-1,2277,17,1,-1,9,2,4,Sky West and Crooked,1,0.0
-1,1810,17,0,-1,14,0,4,Make Believe,1,0.0
-1,864,15,3,17018,14,2,4,Gold,1,0.0
-1,1845,17,0,-1,13,0,4,Sacrificio: Who Betrayed Che Guevara,2,0.0
-1,1845,17,3,-1,13,2,4,Let's Make Money,3,0.0
-1,2116,17,2,-1,13,0,4,The Middle of the World,2,0.0
-1,1845,17,3,19607,14,2,4,The Crash Reel,3,0.0
-1,3367,17,4,2897,14,1,4,Drinking Buddies,1,0.0
-1,2384,55,2,-1,14,1,4,90 Minutes,0,0.0
-1,1508,17,3,5252,14,1,4,Hell Baby,0,0.0
1005,249,17,4,5070,14,2,4,RED 2,2,0.0
-1,369,17,3,5758,11,0,4,Miami Connection,1,0.0
-1,2207,17,3,13872,14,1,4,The Battery,2,0.0
-1,1599,17,3,-1,14,0,4,Coffee Town,2,0.0
1364,449,17,3,13543,12,1,4,The Death of the Incredible Hulk,0,0.0
893,1738,17,0,12442,6,0,4,"Nick Carter, Master Detective",1,0.0
-1,3920,17,4,9564,14,0,4,Vehicle 19,0,0.0
-1,2384,77,0,14393,13,1,4,To Get to Heaven First You Have to Die,2,0.0
-1,1599,17,1,3670,12,1,4,Tinpis Run,0,0.0
-1,2384,24,1,8007,12,1,4,Out of Life,0,0.0
-1,1355,17,1,3737,13,0,4,Fetching Cody,2,0.0
-1,2384,17,2,741,14,1,4,Black & White & Sex,2,0.0
-1,2329,12,1,7069,10,2,4,Witchhammer,3,0.0
-1,2384,17,0,11185,13,1,4,Whisper of Sin,3,0.0
-1,2384,17,0,2055,13,2,4,Forest of the Gods,1,0.0
-1,1845,17,0,-1,13,2,4,RFK Must Die The Assassination Of Bobby Kennedy,3,0.0
-1,3920,41,4,16895,14,2,4,New World,3,0.0
-1,1520,17,1,21796,6,1,4,Page Miss Glory,1,0.0
-1,1845,17,0,-1,14,0,4,The Battle for Marjah,3,0.0
-1,1599,24,1,3187,14,0,4,Holidays by the Sea,0,0.0
-1,1408,17,4,17793,14,0,4,Revenge for Jolly!,0,0.0
-1,3220,17,4,18207,14,2,4,Night Train to Lisbon,2,0.0
-1,2980,17,2,18935,14,0,4,Bigfoot,0,0.0
-1,1845,17,0,-1,13,0,4,Consuming Kids: The Commercialization of Childhood,3,0.0
-1,107,80,2,4974,13,2,4,The Breath,3,6.75
-1,1843,17,0,-1,13,0,-1,Iran Is Not the Problem,0,0.0
-1,1831,17,0,19344,14,0,4,Mighty Uke,0,0.0
-1,4063,17,0,4611,8,0,4,The Hard Man,0,0.0
-1,250,17,4,20952,14,2,4,2 Guns,2,2.16
-1,1845,17,0,-1,14,2,4,First Comes Love,1,0.0
-1,1662,62,1,11007,14,0,4,Rafa,2,0.0
-1,2384,17,3,-1,12,2,4,Giorgino,2,0.0
-1,1599,17,1,-1,13,0,4,The All Together,0,0.0
-1,1408,17,2,8800,11,1,4,Aloha Summer,0,0.0
-1,1845,17,2,16502,14,0,4,Hell and Back Again,2,0.0
-1,1599,87,3,6294,14,2,4,Lost in Thailand,2,94.55
-1,3466,19,4,12860,14,1,4,The Last Days,1,0.0
-1,1845,17,1,5113,14,0,4,Our Nixon,2,0.0
-1,1845,17,0,22573,12,1,4,Off the Menu: The Last Days of Chasen's,3,0.0
-1,2277,17,2,10300,14,2,4,Darling Companion,1,0.0
-1,1408,17,4,15127,14,1,4,Blue Jasmine,3,5.51
-1,529,17,4,5246,14,0,4,Frankenstein's Army,1,0.0
-1,1408,34,4,7661,14,2,4,The Great Beauty,3,0.68
-1,1985,24,1,11660,13,2,4,Whatever You Say,1,0.0
-1,1489,17,2,19782,11,2,4,Troma's War,1,0.0
-1,3328,17,1,-1,14,0,4,Only the Young,3,0.0
-1,3840,17,3,7180,14,1,4,The Canyons,0,0.23
-1,2306,17,2,9135,12,2,4,Always Outnumbered,3,0.0
-1,2492,17,0,14424,12,1,4,And You Thought Your Parents Were Weird!,1,0.0
-1,-1,17,1,-1,11,1,4,Another Chance,0,0.0
-1,1438,17,0,12442,7,1,4,Andy Hardy's Double Life,1,0.0
-1,330,34,3,10900,10,2,4,They Called Him Bulldozer,2,0.0
-1,273,34,3,10895,11,1,4,Bomber,2,0.0
-1,643,80,1,16259,10,0,4,Three Giant Men,3,0.0
-1,295,17,2,28,14,1,4,Blood Shot,0,0.0
-1,1408,17,0,15863,6,0,4,Another Face,0,0.0
-1,1772,17,3,15863,8,0,4,Armored Car Robbery,2,0.0
-1,-1,17,0,-1,14,0,4,Fred & Vinnie,0,0.0
-1,1845,17,3,18252,14,2,4,"Love, Marilyn",2,0.0
-1,3028,17,4,8267,14,1,4,Beneath,0,0.0
-1,2997,17,1,6249,11,1,4,Arena,0,0.0
1241,179,17,3,16613,12,1,4,The Second Arrival,0,0.0
-1,1398,17,0,19741,12,0,4,Two Guys Talkin' About Girls,0,0.0
-1,277,17,2,8603,13,0,4,Phantom of the Megaplex,1,0.0
-1,549,17,0,20552,8,0,4,The Redhead from Wyoming,0,0.0
-1,-1,17,1,-1,12,1,4,Baby on Board,0,0.0
-1,1804,17,0,-1,14,1,4,Battle for Brooklyn,0,0.0
1597,369,23,1,17710,14,1,4,Vares - The Path Of The Righteous Men,1,0.0
-1,1845,17,0,11813,14,0,4,Alcan Highway,2,0.0
-1,1599,17,3,15232,14,0,4,Louis C.K.: Oh My God,3,0.0
-1,2384,24,3,11717,12,2,4,The Count of Monte Cristo,3,0.0
957,886,17,4,127,14,2,4,Percy Jackson: Sea of Monsters,1,1.94
1469,2669,17,4,4622,14,2,4,The Smurfs 2,1,3.31
-1,1599,17,4,1859,14,1,4,Alan Partridge: Alpha Papa,2,2.45
256,3558,17,4,11224,12,1,4,Class of 1999,2,0.47
-1,1599,17,3,4762,14,1,4,Computer Chess,2,0.0
-1,2949,17,2,5396,10,1,4,The Devil's Nightmare,2,0.0
-1,2384,17,3,3160,14,1,4,The Attack,2,0.0
864,1079,17,4,8883,14,0,4,My Little Pony: Equestria Girls,3,0.0
777,0,36,2,19434,10,1,4,Lupin the Third: The Secret of Mamo,3,0.0
-1,2935,17,0,8979,13,0,4,Bloody Murder,0,0.0
-1,1806,17,0,8696,14,0,4,Miss You Can Do It,3,0.0
-1,-1,17,0,-1,11,0,4,The Road to Brown,0,0.0
-1,-1,17,0,-1,9,0,4,The Forsyte Saga,0,0.0
679,1599,17,2,6357,14,0,4,Jay and Silent Bob Go Down Under,0,0.0
-1,2277,19,1,9739,8,0,4,The Brute,2,0.0
-1,470,17,4,20918,14,2,4,Man of Tai Chi,1,0.08
-1,947,17,2,4168,8,0,4,Zombies of Mora Tau,1,0.0
-1,2997,17,2,4168,8,0,4,The Giant Claw,0,0.0
-1,1408,17,4,13015,14,1,4,Prince Avalanche,1,0.0
-1,2997,17,1,4168,8,0,4,The Werewolf,2,0.0
139,914,17,4,21646,13,0,4,Batman: Mystery of the Batwoman,2,0.0
-1,22,17,4,5084,14,0,4,Green Lantern: Emerald Knights,2,0.0
-1,1728,17,3,4168,8,0,4,Creature with the Atom Brain,1,0.0
681,621,17,3,10418,12,1,4,Kickboxer 3: The Art of War,0,0.0
-1,1845,17,1,461,14,0,4,From One Second to the Next,3,0.0
681,1906,17,3,10418,12,1,4,Kickboxer 4: The Agresor,0,0.0
256,575,17,3,4035,12,0,4,Class of 1999 II - The Substitute,0,0.0
1620,1313,17,4,13325,14,2,4,We're the Millers,2,7.3
-1,1599,17,2,8621,11,0,4,Growing Pains,3,0.0
-1,2205,17,3,11349,14,0,4,Burning Bright,1,0.0
528,1599,17,4,4510,14,1,4,Grown Ups 2,1,3.09
-1,1845,17,1,-1,14,2,4,DEFCON: The Documentary,2,0.0
-1,1552,17,1,10163,14,1,4,Jamie and Jessie Are Not Together,0,0.0
-1,391,11,3,12534,14,2,4,Drug War,2,0.0
-1,1496,17,2,14913,6,0,4,The Cat and the Canary,2,0.0
-1,3653,17,2,9141,12,1,4,Criminal Justice,3,0.0
-1,1845,17,1,-1,14,0,4,Farmageddon,0,0.0
680,88,17,4,20753,14,2,4,Kick-Ass 2,2,2.17
1275,3452,17,4,14027,14,2,4,Riddick,2,2.59
971,1143,17,4,21560,14,1,4,Planes,1,4.4
1666,667,36,3,5151,9,0,4,"Fight, Zatôichi, Fight",3,0.0
853,1692,17,0,20124,6,0,4,Mr. Moto in Danger Island,2,0.0
